Date,Open,High,Low,Close ,Adj Close ,Currency,Volume
25-Sep-23,115.04,116.09,114.65,115.71,107.51,USD,1455000
22-Sep-23,116.78,116.81,115.53,115.6,107.4,USD,1293000
21-Sep-23,117.68,118.14,116.57,116.58,108.31,USD,1329700
20-Sep-23,118.16,118.98,118.16,118.33,109.94,USD,1272800
19-Sep-23,118.64,118.92,117.37,117.87,109.51,USD,1398100
18-Sep-23,120.08,120.17,118.75,119.3,110.84,USD,1825700
15-Sep-23,118.94,120.38,118.77,120.38,111.85,USD,5364000
14-Sep-23,118.52,119.42,118.42,119.05,110.61,USD,1618100
13-Sep-23,116.5,117.95,116.42,117.63,109.29,USD,1589600
12-Sep-23,115.68,116.72,115.04,116.19,107.95,USD,880700
11-Sep-23,114.39,115.75,114.05,115.6,107.4,USD,953300
8-Sep-23,114.5,114.78,113.96,114.19,106.09,USD,822600
7-Sep-23,115,116.11,114.57,114.58,106.46,USD,1762800
6-Sep-23,116.02,116.33,114.71,115.18,107.01,USD,1179700
5-Sep-23,116.8,117.58,115.99,116.32,108.07,USD,1050400
1-Sep-23,117.14,117.84,116.79,117.1,108.8,USD,1571700
31-Aug-23,115.65,117.08,115.36,116.37,108.12,USD,3401600
30-Aug-23,114.4,116.66,114.31,115.69,107.49,USD,1457800
29-Aug-23,111.87,114.66,111.18,114.3,106.2,USD,3501800
28-Aug-23,112.58,114.28,112.58,114.07,105.98,USD,1836100
25-Aug-23,113.26,113.5,111.51,112.16,104.21,USD,2594600
24-Aug-23,112.62,113.65,112.59,112.59,104.61,USD,2477200
23-Aug-23,111.59,113.31,111.41,112.88,104.88,USD,1865900
22-Aug-23,113.35,113.54,111.32,111.32,103.43,USD,2706400
21-Aug-23,113.48,114.08,113.01,113.09,105.07,USD,2887900
18-Aug-23,113.53,113.88,112.83,113.26,105.23,USD,1215500
17-Aug-23,114.78,115.28,113.83,113.97,105.89,USD,1739700
16-Aug-23,114.36,114.9,113.79,114.41,106.3,USD,2391500
15-Aug-23,116.77,117.09,114.63,115.07,106.91,USD,2162700
14-Aug-23,118.02,118.47,117.24,117.74,109.39,USD,1794400
11-Aug-23,118.01,118.98,117.83,118.23,109.85,USD,1475100
10-Aug-23,118.43,119.75,118.12,118.21,109.83,USD,2637600
9-Aug-23,118.11,118.58,117.62,118.46,110.06,USD,1445400
8-Aug-23,118.39,118.95,117.72,118.24,109.86,USD,1313600
4-Aug-23,118.67,120.2,118.44,119.44,110.97,USD,1046500
3-Aug-23,118.32,118.8,117.74,118.74,110.32,USD,1373300
2-Aug-23,120.15,120.47,118.36,119.16,110.71,USD,2388300
1-Aug-23,122.12,122.32,120.27,121.06,112.48,USD,2750900
31-Jul-23,121.73,123.14,121.73,122.54,113.85,USD,2955000
28-Jul-23,122.43,122.89,121.67,121.75,113.12,USD,2872000
27-Jul-23,1.47 Dividend,,,,,USD,
27-Jul-23,122.81,123.09,121.35,121.6,112.98,USD,3147400
26-Jul-23,123.05,124,122.55,123.41,113.29,USD,5302800
25-Jul-23,123.89,124.12,123.02,123.17,113.07,USD,5313400
24-Jul-23,123.36,124.25,123.1,123.42,113.3,USD,4753300
21-Jul-23,124,124.06,123.25,123.39,113.28,USD,6350500
20-Jul-23,124,124,122.85,123.65,113.51,USD,2150600
19-Jul-23,122.92,123.62,122.52,123.38,113.27,USD,2066900
18-Jul-23,121.95,122.84,121.55,122.59,112.54,USD,4002200
17-Jul-23,121.25,122.14,121.15,121.65,111.68,USD,1578700
14-Jul-23,121.88,122,121.12,121.37,111.42,USD,1273400
13-Jul-23,120.64,121.65,120.56,121.32,111.38,USD,1516100
12-Jul-23,120.89,121.25,120.01,120.27,110.41,USD,1671600
11-Jul-23,119.91,119.94,119.08,119.83,110.01,USD,1784700
10-Jul-23,119.15,119.71,118.79,119.37,109.59,USD,1935400
7-Jul-23,118.25,119.71,118.11,119.15,109.38,USD,1295200
6-Jul-23,119.41,119.87,118.58,118.74,109.01,USD,1919400
5-Jul-23,119.69,120.58,119.18,120.49,110.61,USD,2037200
4-Jul-23,120.32,120.44,119.51,120.05,110.21,USD,412500
30-Jun-23,119.26,120.04,118.95,119.64,109.83,USD,1776600
29-Jun-23,118.36,118.94,118.13,118.64,108.92,USD,2133400
28-Jun-23,118.89,118.91,117.45,118.13,108.45,USD,1858200
27-Jun-23,117.65,118.92,117.41,118.76,109.03,USD,1508600
26-Jun-23,115.65,117.66,115.65,117.37,107.75,USD,1055800
23-Jun-23,116.44,116.71,115.64,115.7,106.22,USD,1625000
22-Jun-23,116.87,117.44,116.29,117.32,107.7,USD,1424000
21-Jun-23,117.5,118.17,117,117.52,107.89,USD,1471300
20-Jun-23,118.27,118.49,117.36,118.05,108.37,USD,1579900
19-Jun-23,119.3,119.3,118.58,118.86,109.12,USD,454900
16-Jun-23,118.51,119.34,118.45,119.1,109.34,USD,6516400
15-Jun-23,118.2,118.83,117.92,118.61,108.89,USD,1130900
14-Jun-23,118.58,119.28,117.51,118.27,108.58,USD,1136400
13-Jun-23,116.55,118.57,116.55,118.24,108.55,USD,1142900
12-Jun-23,116.14,116.91,115.72,116.36,106.82,USD,918800
9-Jun-23,117,117.42,116.09,116.34,106.8,USD,1347400
8-Jun-23,117.43,118.07,116.64,117.19,107.58,USD,1589800
7-Jun-23,117.66,118.56,116.73,117.51,107.88,USD,1480500
6-Jun-23,115.32,117.77,115.02,117.65,108.01,USD,2025200
5-Jun-23,116.65,116.82,115.31,115.35,105.9,USD,1328600
2-Jun-23,114.48,116.78,114.35,116.65,107.09,USD,2855300
1-Jun-23,113.54,114.33,112.31,113.55,104.24,USD,2216800
31-May-23,113.54,114.06,112.18,113.22,103.94,USD,3567600
30-May-23,114.94,115.5,113.68,114.04,104.69,USD,1034400
29-May-23,115.21,115.36,114.86,115.07,105.64,USD,920500
26-May-23,113.42,114.85,113.16,114.74,105.34,USD,2048000
25-May-23,113,113.91,111.88,113,103.74,USD,2328100
24-May-23,115,115.25,112.41,112.84,103.59,USD,5637900
23-May-23,117.87,118.58,117.36,117.43,107.8,USD,3258700
19-May-23,119.67,120.13,117.44,117.98,108.31,USD,2146100
18-May-23,119.39,119.41,117.69,119.04,109.28,USD,1797500
17-May-23,118.74,119.75,118.67,119.63,109.82,USD,1363800
16-May-23,119.06,119.91,118.02,118.23,108.54,USD,2176400
15-May-23,118.98,120.16,118.95,119.95,110.12,USD,1859000
12-May-23,118.68,119.28,117.7,118.91,109.16,USD,1901200
11-May-23,117.16,118.21,116.6,118.08,108.4,USD,2169600
10-May-23,118.19,118.46,116.77,117.78,108.13,USD,2369800
9-May-23,116.96,117.81,116.16,117.63,107.99,USD,1748600
8-May-23,118,118.98,117.57,117.99,108.32,USD,2504400
5-May-23,115.87,117.92,115.8,117.73,108.08,USD,2995500
4-May-23,117.51,117.65,114.17,114.4,105.02,USD,3423600
3-May-23,118.05,119.67,117.61,118.25,108.56,USD,1944500
2-May-23,122.1,122.1,117.51,118.26,108.57,USD,4758200
1-May-23,122.45,123.17,121.57,121.71,111.73,USD,5514300
28-Apr-23,121.45,122.19,121.2,122.13,112.12,USD,2513400
27-Apr-23,1.43 Dividend,,,,,USD,
27-Apr-23,120.54,121.86,120.42,121.75,111.77,USD,2397700
26-Apr-23,120.5,122.12,120.4,121.55,110.27,USD,4250600
25-Apr-23,122.7,122.99,120.6,120.72,109.52,USD,5152900
24-Apr-23,123.1,123.8,123.05,123.26,111.83,USD,4367400
21-Apr-23,124.11,124.11,122.84,123.46,112.01,USD,1724300
20-Apr-23,123.25,124.27,123.25,123.94,112.44,USD,1515700
19-Apr-23,123.26,124.06,122.94,123.87,112.38,USD,2419200
18-Apr-23,123.08,123.89,122.79,123.53,112.07,USD,1458900
17-Apr-23,121.55,122.91,121.25,122.9,111.5,USD,4773200
14-Apr-23,122.24,122.65,121.51,121.58,110.3,USD,1366200
13-Apr-23,121.01,121.37,120.54,121.23,109.98,USD,2046900
12-Apr-23,121.1,121.81,120.87,121.02,109.79,USD,1927800
